_id,ilce_adi,mahalle_adi,mahalle_uavt,1980_oncesi,1980-2000_arasi,2000_sonrasi,1-4 kat_arasi,5-9 kat_arasi,9-19 kat_arasi
631,PENDİK,FEVZİ ÇAKMAK,40629,467,1063,593,1140,946,37
632,PENDİK,GÖÇBEYLİ,191759,0,11,674,684,1,0
633,PENDİK,GÜLLÜ BAĞLAR,40640,69,943,295,1014,283,10
634,PENDİK,GÜZELYALI,40634,148,850,840,446,603,789
635,PENDİK,HARMANDERE,40636,90,198,156,348,36,60
636,PENDİK,KAVAKPINAR,40646,305,3558,850,3313,1378,22
637,PENDİK,KAYNARCA,40631,392,1167,943,964,1426,112
638,PENDİK,KURNA,191761,79,206,279,563,1,0
639,PENDİK,KURTDOĞMUŞ,191763,13,103,239,355,0,0
640,PENDİK,KURTKÖY,40654,164,725,723,1014,487,111
641,PENDİK,ORHANGAZİ,40650,192,1276,448,1118,795,3
642,PENDİK,ORTA,40645,343,229,116,583,104,1
643,PENDİK,RAMAZANOĞLU,40639,61,570,635,1177,86,3
644,PENDİK,SANAYİ,40651,29,333,418,709,63,8
645,PENDİK,SAPAN BAĞLARI,40637,356,319,244,643,243,33
646,PENDİK,SÜLÜNTEPE,40655,44,1645,673,2070,240,52
647,PENDİK,ŞEYHLİ,40630,117,462,527,732,319,55
648,PENDİK,VELİBABA,40642,228,1469,1043,2139,575,26
649,PENDİK,YAYALAR,40641,167,634,265,887,165,14
650,PENDİK,YENİ,40652,403,405,343,793,312,46
651,PENDİK,YENİŞEHİR,40653,1,696,829,792,336,398
652,PENDİK,YEŞİLBAĞLAR,40648,221,156,189,393,161,12
653,SANCAKTEPE,ABDURRAHMANGAZİ,40579,41,1025,1371,1673,743,21
654,SANCAKTEPE,AKPINAR,40575,1,1351,532,1527,357,0
655,SANCAKTEPE,ATATÜRK,98781,54,1110,713,1068,809,0
656,SANCAKTEPE,EMEK,40759,4,843,694,903,602,36
657,SANCAKTEPE,EYÜP SULTAN,40578,68,615,986,1093,571,5
658,SANCAKTEPE,FATİH,40576,8,839,986,1123,679,31
659,SANCAKTEPE,HİLAL,40776,1,422,469,874,18,0
660,SANCAKTEPE,İNÖNÜ,40760,20,608,699,541,786,0
661,SANCAKTEPE,KEMAL TÜRKLER,40761,24,679,579,761,519,2
662,SANCAKTEPE,MECLİS,40762,53,660,761,567,907,0
663,SANCAKTEPE,MERVE,40775,2,660,848,1093,412,5
664,SANCAKTEPE,MEVLANA,40773,1,814,602,1151,264,2
665,SANCAKTEPE,OSMANGAZİ,40580,25,1906,1282,2477,704,32
666,SANCAKTEPE,PAŞAKÖY,192001,99,151,445,686,9,0
667,SANCAKTEPE,SAFA,40771,1,515,605,736,366,19
668,SANCAKTEPE,SARIGAZİ,40763,41,737,543,750,571,0
669,SANCAKTEPE,VEYSEL KARANİ,40574,5,1298,517,1459,328,33
670,SANCAKTEPE,YENİDOĞAN,40774,6,814,613,995,425,13
671,SANCAKTEPE,YUNUS EMRE,40772,6,826,715,1152,389,6
672,SARIYER,AYAZAĞA,40686,733,1198,707,2017,562,59
673,SARIYER,BAHÇEKÖY KEMER,40684,73,140,95,269,36,3
674,SARIYER,BAHÇEKÖY MERKEZ,40682,132,102,63,211,84,2
675,SARIYER,BAHÇEKÖY YENİ,40683,96,168,117,276,99,6
676,SARIYER,BALTALİMANI,40657,268,593,364,1204,19,2
677,SARIYER,BÜYÜKDERE,40658,552,885,353,1688,102,0
678,SARIYER,CUMHURİYET,40659,425,780,313,1400,118,0
679,SARIYER,ÇAMLITEPE,40660,441,233,243,850,67,0
680,SARIYER,ÇAYIRBAŞI,40661,340,347,182,844,25,0
681,SARIYER,DARÜŞŞAFAKA,40662,25,237,76,174,162,2
682,SARIYER,DEMİRCİKÖY,191765,6,392,318,715,1,0
683,SARIYER,EMİRGAN,40663,406,281,363,973,77,0
684,SARIYER,FATİH SULTAN MEHMET,40664,255,1782,800,2762,75,0
685,SARIYER,FERAHEVLER,40665,546,961,534,1777,263,1
686,SARIYER,GARİPÇE,191767,19,76,54,146,3,0
687,SARIYER,GÜMÜŞDERE,191769,17,352,409,766,12,0
688,SARIYER,HUZUR,40700,212,161,178,368,106,77
689,SARIYER,İSTİNYE,40666,432,378,688,1261,237,0
690,SARIYER,KAZIM KARABEKİR PAŞA,40667,430,807,304,1508,31,2
691,SARIYER,KISIRKAYA,191771,0,121,92,213,0,0
692,SARIYER,KİREÇBURNU,40668,380,384,224,917,71,0
693,SARIYER,KOCATAŞ,40669,228,484,258,968,2,0
694,SARIYER,KUMKÖY (KİLYOS),191773,0,544,766,1288,22,0
695,SARIYER,MADEN,40670,513,991,743,2162,85,0
696,SARIYER,MASLAK,40704,115,180,347,564,54,24
697,SARIYER,PINAR,40672,378,298,854,1424,106,0
698,SARIYER,POLİGON,40673,210,148,360,649,69,0
699,SARIYER,PTT EVLERİ,40674,162,257,137,479,77,0
700,SARIYER,REŞİTPAŞA,40675,1225,637,822,2464,215,5
701,SARIYER,RUMELİ HİSARI,40676,558,407,385,1071,276,3
702,SARIYER,RUMELİ KAVAĞI,40677,319,265,181,709,56,0
703,SARIYER,RUMELİFENERİ,191775,3,353,345,684,17,0
704,SARIYER,SARIYER MERKEZ,40671,715,781,372,1593,275,0
705,SARIYER,TARABYA,40678,365,1330,599,2009,284,1
706,SARIYER,USKUMRUKÖY,191777,38,1277,1397,2710,2,0
707,SARIYER,YENİ,40679,318,240,154,667,45,0
708,SARIYER,YENİKÖY,40680,904,950,591,2140,299,6
709,SARIYER,ZEKERİYAKÖY,191779,57,1639,1517,2915,297,1
710,SİLİVRİ,AKÖREN,191835,0,695,440,1129,6,0
711,SİLİVRİ,ALİBEY,40920,1,268,668,353,574,10
712,SİLİVRİ,ALİPAŞA,40927,0,456,472,925,3,0
713,SİLİVRİ,BALABAN,40930,17,1842,977,2788,48,0
714,SİLİVRİ,BEKİRLİ,191845,109,56,109,274,0,0
715,SİLİVRİ,BEYCİLER,191847,0,565,259,824,0,0
716,SİLİVRİ,BÜYÜK ÇAVUŞLU,40941,0,1107,455,1553,5,4
717,SİLİVRİ,BÜYÜK KILIÇLI,16775,0,557,351,905,3,0
718,SİLİVRİ,BÜYÜK SİNEKLİ,16771,0,238,86,324,0,0
719,SİLİVRİ,CUMHURİYET,40922,0,1541,1015,2431,125,0
720,SİLİVRİ,ÇAYIRDERE,191851,316,328,417,1061,0,0
721,SİLİVRİ,ÇELTİK,191837,0,602,265,861,6,0
722,SİLİVRİ,DANAMANDIRA,191853,0,342,160,501,1,0
723,SİLİVRİ,FATİH,40918,5,357,314,465,211,0
724,SİLİVRİ,FENER,16765,312,621,446,1376,3,0
725,SİLİVRİ,FEVZİPAŞA,40933,14,590,474,1061,16,1
726,SİLİVRİ,GAZİTEPE,40925,0,526,228,752,2,0
727,SİLİVRİ,GÜMÜŞYAKA,40935,0,2966,1610,4502,74,0
728,SİLİVRİ,HÜRRİYET,40937,0,0,910,904,6,0
729,SİLİVRİ,İSMETPAŞA,40934,149,504,401,1048,6,0
730,SİLİVRİ,KADIKÖY,40939,281,354,294,929,0,0
731,SİLİVRİ,KAVAKLI,40936,0,0,943,927,16,0
732,SİLİVRİ,KURFALLI,191855,1,350,148,497,1,1
733,SİLİVRİ,KÜÇÜK KILIÇLI,40924,0,124,117,241,0,0
734,SİLİVRİ,KÜÇÜK SİNEKLİ,16779,0,88,13,101,0,0
735,SİLİVRİ,MİMAR SİNAN,40923,0,1899,1315,3105,105,4
736,SİLİVRİ,ORTAKÖY,40938,116,859,1002,1950,23,4
737,SİLİVRİ,PİRİ MEHMET PAŞA,40919,0,241,527,310,439,19
738,SİLİVRİ,SANCAKTEPE,40931,17,1172,914,1996,102,5
739,SİLİVRİ,SAYALAR,191859,0,319,251,570,0,0
740,SİLİVRİ,SELİMPAŞA,40940,0,1371,3583,4723,231,0
741,SİLİVRİ,SEMİZKUMLAR,40926,0,2739,2671,5369,39,2
742,SİLİVRİ,SEYMEN,191841,0,562,340,895,7,0
743,SİLİVRİ,YENİ,40921,0,751,1085,1385,348,103
744,SİLİVRİ,YOLÇATI,40932,0,302,124,426,0,0
745,SULTANBEYLİ,ABDURRAHMANGAZİ,40949,117,2143,669,2481,436,12
746,SULTANBEYLİ,ADİL,40943,2,719,538,939,290,30
747,SULTANBEYLİ,AHMET YESEVİ,40942,22,2165,619,2407,392,7
748,SULTANBEYLİ,AKŞEMSETTİN,40956,1,944,681,1534,92,0
749,SULTANBEYLİ,BATTALGAZİ,40944,3,2151,1213,3007,345,15
750,SULTANBEYLİ,FATİH,40951,0,1702,416,1970,148,0
751,SULTANBEYLİ,HAMİDİYE,40952,3,1923,786,2572,140,0
752,SULTANBEYLİ,HASANPAŞA,40948,5,1112,651,1512,248,8
753,SULTANBEYLİ,MECİDİYE,40945,12,1828,646,2230,254,2
754,SULTANBEYLİ,MEHMET AKİF,40950,265,1791,733,2298,487,4
755,SULTANBEYLİ,MİMAR SİNAN,40946,1,1100,1184,2150,121,14
756,SULTANBEYLİ,NECİP FAZIL,40954,0,1174,797,1900,70,1
757,SULTANBEYLİ,ORHANGAZİ,40955,0,1034,556,1538,52,0
758,SULTANBEYLİ,TURGUT REİS,40947,27,1368,463,1513,344,1
759,SULTANBEYLİ,YAVUZ SELİM,40953,0,1662,685,2268,79,0
760,SULTANGAZİ,50. YIL,40471,212,2975,926,1346,2765,2
761,SULTANGAZİ,75. YIL,40467,207,529,676,341,1071,0
762,SULTANGAZİ,CEBECİ,40474,512,2700,1307,2258,2258,3
763,SULTANGAZİ,CUMHURİYET,40465,61,423,193,170,507,0
764,SULTANGAZİ,ESENTEPE,40470,95,2026,1414,1552,1978,5
765,SULTANGAZİ,ESKİ HABİPLER,40356,117,257,395,601,148,20
766,SULTANGAZİ,GAZİ,40469,764,673,650,1290,797,0
767,SULTANGAZİ,HABİBLER,40477,161,891,851,1877,24,2
768,SULTANGAZİ,İSMETPAŞA,40475,399,1735,911,1047,1996,2
769,SULTANGAZİ,MALKOÇOĞLU,40476,1,531,236,279,489,0
770,SULTANGAZİ,SULTANÇİFTLİĞİ,40472,385,1143,675,813,1388,2
771,SULTANGAZİ,UĞUR MUMCU,40473,421,1398,738,951,1598,8
772,SULTANGAZİ,YAYLA,40377,33,823,491,1307,40,0
773,SULTANGAZİ,YUNUS EMRE,40466,362,649,905,627,1289,0
774,SULTANGAZİ,ZÜBEYDE HANIM,40468,772,1668,656,2358,738,0
775,ŞİLE,AĞAÇDERE,191927,5,60,15,80,0,0
776,ŞİLE,AĞVA MERKEZ,40961,200,508,151,844,15,0
777,ŞİLE,AHMETLİ,191861,20,519,324,846,17,0
778,ŞİLE,AKÇAKESE,191863,5,338,27,368,2,0
779,ŞİLE,ALACALI,191947,0,36,512,548,0,0
780,ŞİLE,AVCIKORU,191949,29,72,26,127,0,0
781,ŞİLE,BALİBEY,40960,47,939,831,1781,36,0
782,ŞİLE,BIÇKIDERE,191951,37,130,18,185,0,0
783,ŞİLE,BOZGOCA,16785,4,79,13,96,0,0
784,ŞİLE,BUCAKLI,191897,38,208,39,284,1,0
785,ŞİLE,ÇATAKLI,191899,47,46,25,118,0,0
786,ŞİLE,ÇAVUŞ,40959,171,1156,451,1586,192,0
787,ŞİLE,ÇAYIRBAŞI,191867,0,415,148,557,6,0
788,ŞİLE,ÇELEBİ,191901,0,114,39,153,0,0
789,ŞİLE,ÇENGİLLİ,191929,0,95,12,107,0,0
790,ŞİLE,DARLIK,191869,0,42,17,59,0,0
791,ŞİLE,DEĞİRMENÇAYIRI,191931,0,225,101,326,0,0
792,ŞİLE,DOĞANCILI,191953,0,0,714,710,4,0
793,ŞİLE,ERENLER,191871,0,41,6,47,0,0
794,ŞİLE,ESENCELİ,191955,8,25,16,49,0,0
795,ŞİLE,GEREDELİ,191903,24,454,103,581,0,0
796,ŞİLE,GÖÇE,191905,62,213,63,337,1,0
797,ŞİLE,GÖKMAŞLI,16807,49,94,8,151,0,0
798,ŞİLE,GÖKSU,191909,48,130,24,202,0,0
799,ŞİLE,HACI KASIM,40958,82,173,19,240,34,0
800,ŞİLE,HACILLI,191911,4,101,18,123,0,0
801,ŞİLE,HASANLI,191933,1,122,33,156,0,0
802,ŞİLE,İMRENDERE,191873,0,384,29,411,2,0
803,ŞİLE,İMRENLİ,191875,7,358,126,487,4,0
804,ŞİLE,İSAKÖY,191913,45,51,30,126,0,0
805,ŞİLE,KABAKOZ,191877,7,444,185,631,5,0
806,ŞİLE,KADIKÖY,191915,0,83,11,94,0,0
807,ŞİLE,KALEM,191917,55,116,26,197,0,0
808,ŞİLE,KARABEYLİ,191879,1,116,15,131,1,0
809,ŞİLE,KARACAKÖY,191881,4,205,61,268,2,0
810,ŞİLE,KARAKİRAZ,191957,12,182,45,239,0,0
811,ŞİLE,KARAMANDERE,191883,6,127,26,159,0,0
812,ŞİLE,KERVANSARAY,191959,15,118,24,157,0,0
813,ŞİLE,KIZILCA,191885,140,158,83,370,11,0
814,ŞİLE,KORUCU,191887,3,105,22,130,0,0
815,ŞİLE,KÖMÜRLÜK,191961,27,72,12,111,0,0
816,ŞİLE,KUMBABA,40957,0,717,422,1137,2,0
817,ŞİLE,KURFALLI,191919,0,50,236,285,1,0
818,ŞİLE,KURNA,191963,16,201,37,253,1,0
819,ŞİLE,MEŞRUTİYET,191889,2,262,109,364,9,0
820,ŞİLE,ORUÇOĞLU,191965,47,124,22,193,0,0
821,ŞİLE,OSMANKÖY,191935,6,118,14,138,0,0
822,ŞİLE,OVACIK,191891,2,71,24,97,0,0
823,ŞİLE,SAHİLKÖY,191967,4,10,977,991,0,0
824,ŞİLE,SATMAZLI,191893,3,196,42,241,0,0
825,ŞİLE,SOFULAR,191969,12,125,72,209,0,0
826,ŞİLE,SOĞULLU,191921,68,59,8,135,0,0
827,ŞİLE,SORTULLU,191937,0,48,4,52,0,0
828,ŞİLE,ŞUAYİPLİ,191923,37,69,125,231,0,0
829,ŞİLE,TEKE,16816,3,226,36,265,0,0
830,ŞİLE,ULUPELİT,191971,0,139,29,168,0,0
831,ŞİLE,ÜVEZLİ,191973,5,161,84,250,0,0
832,ŞİLE,YAKA,191939,0,85,18,103,0,0
833,ŞİLE,YAYLALI,191941,0,48,9,56,1,0
834,ŞİLE,YAZIMANAYIR,191943,4,107,11,122,0,0
835,ŞİLE,YENİKÖY,191895,0,142,15,156,1,0
836,ŞİLE,YEŞİLVADİ,191945,5,111,20,136,0,0
837,ŞİŞLİ,19.May,40685,389,190,49,90,437,101
838,ŞİŞLİ,BOZKURT,40687,480,377,32,148,710,31
839,ŞİŞLİ,CUMHURİYET,40688,278,241,56,94,425,56
840,ŞİŞLİ,DUATEPE,40689,264,291,18,69,496,8
841,ŞİŞLİ,ERGENEKON,40690,165,272,22,193,190,76
842,ŞİŞLİ,ESENTEPE,40691,486,194,88,319,351,98
843,ŞİŞLİ,ESKİŞEHİR,40692,502,523,97,510,595,17
844,ŞİŞLİ,FERİKÖY,40693,383,377,88,148,693,7
845,ŞİŞLİ,FULYA,40694,426,379,63,126,656,86
846,ŞİŞLİ,GÜLBAHAR,40695,437,429,89,216,618,121
847,ŞİŞLİ,HALASKARGAZİ,40698,230,91,34,55,261,39
848,ŞİŞLİ,HALİDE EDİP ADIVAR,40696,240,454,90,210,537,37
849,ŞİŞLİ,HALİL RIFAT PAŞA,40697,83,249,49,258,123,0
850,ŞİŞLİ,HARBİYE,40699,142,129,53,116,159,49
851,ŞİŞLİ,İNÖNÜ,40711,411,320,56,470,270,47
852,ŞİŞLİ,İZZET PAŞA,40712,345,242,16,199,389,15
853,ŞİŞLİ,KAPTANPAŞA,40701,49,30,22,54,23,24
854,ŞİŞLİ,KUŞTEPE,40702,993,701,66,1335,404,21
855,ŞİŞLİ,MAHMUT ŞEVKET PAŞA,40703,606,502,40,335,795,18
856,ŞİŞLİ,MECİDİYEKÖY,40705,612,437,46,306,694,95
857,ŞİŞLİ,MERKEZ,40706,839,451,89,301,1007,71
858,ŞİŞLİ,MEŞRUTİYET,40707,600,300,41,96,764,81
859,ŞİŞLİ,PAŞA,40708,682,618,221,891,623,7
860,ŞİŞLİ,TEŞVİKİYE,40709,449,369,58,145,656,75
861,ŞİŞLİ,YAYLA,40710,510,321,118,553,391,5
862,TUZLA,AKFIRAT,40725,0,0,480,475,5,0
863,TUZLA,ANADOLU,40730,0,40,160,193,7,0
864,TUZLA,AYDINLI,40720,158,2730,2258,4130,844,172
865,TUZLA,AYDINTEPE,40717,140,699,615,744,592,118
866,TUZLA,CAMİ,40724,170,457,283,809,100,1
867,TUZLA,EVLİYA ÇELEBİ,40718,88,590,554,871,360,1
868,TUZLA,FATİH,40731,0,61,271,303,29,0
869,TUZLA,İÇMELER,40716,269,713,198,908,271,1
870,TUZLA,İSTASYON,40723,301,398,664,894,469,0
871,TUZLA,MESCİT,40732,13,41,638,625,67,0
872,TUZLA,MİMAR SİNAN,40721,240,1582,490,1998,262,52
873,TUZLA,ORHANLI,40728,81,89,1675,1693,148,4
874,TUZLA,ORTA,40729,2,11,967,762,216,2
875,TUZLA,POSTANE,40719,719,1416,1223,3061,288,9
876,TUZLA,ŞİFA,40722,234,1538,584,1844,483,29
877,TUZLA,TEPEÖREN,40726,78,188,2515,2699,81,1
878,TUZLA,YAYLA,40715,387,583,740,1105,598,7
879,ÜMRANİYE,ADEM YAVUZ,98684,390,927,342,1383,254,22
880,ÜMRANİYE,ALTINŞEHİR,98685,180,1020,647,938,895,14
881,ÜMRANİYE,ARMAĞANEVLER,98686,240,499,947,562,1002,122
882,ÜMRANİYE,AŞAĞI DUDULLU,40742,111,845,408,1113,224,27
883,ÜMRANİYE,ATAKENT,40748,24,548,416,656,290,42
884,ÜMRANİYE,ATATÜRK,40735,366,518,465,519,770,60
885,ÜMRANİYE,CEMİL MERİÇ,98688,325,2024,531,2618,241,21
886,ÜMRANİYE,ÇAKMAK,40738,150,464,908,394,1071,57
887,ÜMRANİYE,ÇAMLIK,98689,4,344,625,277,613,83
888,ÜMRANİYE,DUMLUPINAR,98690,276,1674,517,2417,49,1
889,ÜMRANİYE,ELMALIKENT,98691,90,1589,399,1816,220,42
890,ÜMRANİYE,ESENEVLER,98692,74,473,610,374,727,56
891,ÜMRANİYE,ESENKENT,98709,40,997,1017,1434,601,19
892,ÜMRANİYE,ESENŞEHİR,40747,157,894,601,1077,553,22
893,ÜMRANİYE,FATİH SULTAN MEHMET,98693,15,57,147,107,94,18
894,ÜMRANİYE,HEKİMBAŞI,40744,197,1140,360,1678,18,1
895,ÜMRANİYE,HUZUR,98694,37,798,395,1089,137,4
896,ÜMRANİYE,IHLAMURKUYU,40745,398,846,402,1249,379,18
897,ÜMRANİYE,İNKILAP,40737,240,1498,755,2020,379,94
898,ÜMRANİYE,İSTİKLAL,40739,103,918,827,505,1266,77
899,ÜMRANİYE,KAZIM KARABEKİR,40743,562,1465,402,2243,183,3
900,ÜMRANİYE,MADENLER,98695,5,397,532,621,276,37
901,ÜMRANİYE,MEHMET AKİF,98696,5,165,507,136,375,166
902,ÜMRANİYE,NAMIK KEMAL,40736,366,631,553,656,862,32
903,ÜMRANİYE,NECİP FAZIL,98699,30,1163,790,1362,541,80
904,ÜMRANİYE,PARSELLER,98700,2,679,641,1083,222,17
905,ÜMRANİYE,SARAY,98701,43,71,254,293,40,35
906,ÜMRANİYE,SİTE,98702,276,610,570,986,349,121
907,ÜMRANİYE,ŞERİFALİ,98703,7,280,679,508,391,67
908,ÜMRANİYE,TANTAVİ,98704,36,200,191,166,234,27
909,ÜMRANİYE,TATLISU,98705,8,260,421,279,221,189
910,ÜMRANİYE,TEPEÜSTÜ,98706,201,499,225,544,364,17
911,ÜMRANİYE,TOPAĞACI,98707,260,2051,611,2868,54,0
912,ÜMRANİYE,YAMANEVLER,98708,163,352,334,404,434,11
913,ÜMRANİYE,YUKARI DUDULLU,40741,67,1383,856,1524,762,20
914,ÜSKÜDAR,ACIBADEM,40778,268,412,146,92,690,44
915,ÜSKÜDAR,AHMEDİYE,98664,203,324,69,143,450,3
916,ÜSKÜDAR,ALTUNİZADE,40781,173,461,195,353,413,63
917,ÜSKÜDAR,AZİZ MAHMUT HÜDAYİ,98665,416,348,62,394,428,4
918,ÜSKÜDAR,BAHÇELİEVLER,40785,569,1254,417,1944,295,1
919,ÜSKÜDAR,BARBAROS,40786,181,400,60,270,349,22
920,ÜSKÜDAR,BEYLERBEYİ,40787,540,215,157,773,139,0
921,ÜSKÜDAR,BULGURLU,40788,124,1076,160,386,928,46
922,ÜSKÜDAR,BURHANİYE,40789,501,831,332,1153,510,1
923,ÜSKÜDAR,CUMHURİYET,40790,230,1119,523,460,1390,22
924,ÜSKÜDAR,ÇENGELKÖY,98666,713,847,259,1432,384,3
925,ÜSKÜDAR,FERAH,40794,204,775,315,815,479,0
926,ÜSKÜDAR,GÜZELTEPE,40797,423,727,251,1092,308,1
927,ÜSKÜDAR,İCADİYE,40802,685,580,97,478,883,1
928,ÜSKÜDAR,KANDİLLİ,40806,211,279,86,554,22,0
929,ÜSKÜDAR,KISIKLI,40809,256,991,315,938,611,13
930,ÜSKÜDAR,KİRAZLITEPE,40808,733,580,191,1361,143,0
931,ÜSKÜDAR,KULELİ,40810,251,188,36,461,14,0
932,ÜSKÜDAR,KUZGUNCUK,40811,304,574,184,935,127,0
933,ÜSKÜDAR,KÜÇÜKÇAMLICA,98667,243,790,458,1267,222,2
934,ÜSKÜDAR,KÜÇÜKSU,40812,291,904,239,1056,377,1
935,ÜSKÜDAR,KÜPLÜCE,40813,717,744,148,1201,408,0
936,ÜSKÜDAR,MEHMET AKİF ERSOY,40814,578,1045,300,1574,341,8
937,ÜSKÜDAR,MİMAR SİNAN,98668,493,412,143,522,524,2
938,ÜSKÜDAR,MURATREİS,40815,520,320,159,401,597,1
939,ÜSKÜDAR,SALACAK,40804,475,247,49,252,518,1
940,ÜSKÜDAR,SELAMİ ALİ,40819,378,276,128,188,591,3
941,ÜSKÜDAR,SELİMİYE,40820,443,236,100,396,372,11
942,ÜSKÜDAR,SULTANTEPE,98669,468,222,47,198,538,1
943,ÜSKÜDAR,ÜNALAN,40827,953,1059,190,1239,805,158
944,ÜSKÜDAR,VALİDE-İ ATİK,40828,576,475,163,291,922,1
945,ÜSKÜDAR,YAVUZTÜRK,40830,496,2354,372,2804,387,31
946,ÜSKÜDAR,ZEYNEP KAMİL,98670,248,424,27,112,586,1
947,ZEYTİNBURNU,BEŞTELSİZ,40838,361,880,309,482,1058,10
948,ZEYTİNBURNU,ÇIRPICI,40837,381,759,311,464,986,1
949,ZEYTİNBURNU,GÖKALP,40834,116,716,243,218,856,1
950,ZEYTİNBURNU,KAZLIÇEŞME,40840,111,171,240,449,60,13
951,ZEYTİNBURNU,MALTEPE,40843,450,927,185,1228,269,65
952,ZEYTİNBURNU,MERKEZEFENDİ,40842,182,625,162,469,469,31
953,ZEYTİNBURNU,NURİPAŞA,40832,43,1017,183,251,991,1
954,ZEYTİNBURNU,SEYİTNİZAM,40841,157,1024,372,839,672,42
955,ZEYTİNBURNU,SÜMER,40831,53,1025,223,252,989,60
956,ZEYTİNBURNU,TELSİZ,40839,567,763,710,596,1443,1
957,ZEYTİNBURNU,VELİEFENDİ,40836,92,1020,185,418,879,0
958,ZEYTİNBURNU,YENİDOĞAN,40833,31,450,67,109,438,1
959,ZEYTİNBURNU,YEŞİLTEPE,40835,50,726,113,203,685,1
